Username,Comment
@goodlife2714,"Kapil Dev
Sunil Gavaskar
Sachin Tendulkar
Virat Kohli
MS Dhoni

Are legends of Indian cricket"
@fariahoque592,Super awesome movie. Ranveer Singh your are the best and you proved it again. All the characters played marvelously. One of the best movie of Bollywood. This movie deserve more
@Nikhilthamke768,"Such a mind-blowing, inspiring movie , but why  don't know people not watched in thetare this movie "
@jatinuikey7436,"What a movie  ,,, as I was born in 1999 , i have very less idea of what Kapil Dev mean to India during that time , but this movie made  me learn the imp of 1983 match . 



Movie is really awesome "
@shouryaroy5934,Re release in theatres 
@prof.imranghabrani2594,Great movie to watch. One of my favourite movies.  We proved that we are not a team to be taken for granted. Salute to team 83
@SriKanth-zp5im,We need a team and passion like this in today's age. India's loss against England in 2022 T20 Semis is hurting
@muhammadsharif1205,"One day i saw a youtube video comparing ms dhoni untold story and 83 and i thought man ,just because sushant is dead doesn't mean 83 is a disaster they both are good in There own ways ,so please stop comparing"
@Cgrace-777,This is a masterpiece… one of the best favorite sport movie of all time..
@SagarkumarNagesh,Cricket in fevret love this film
@ankurmodi8807,"I have watched movie last week. The one thing is best and it is about Ranveer Singh. 
Till now, I havn't figuring out is it  ranveer or kapil dev. His acting is awesome"
@Ghostrider-ul7xn,"""Just that we may have gained our independence 35 years ago, but we haven't yet won respect, Captain""

That line really got to me. Its still true even today."
@imagenationstudio1095,Its one of the most emotional moment of indian cricket team and for India.. Unfortunately the boycott gang make this masterpiece flop.
@jayendragajjar6654,"""This looks intense! Can’t wait to watch it. Hope it lives up to the hype!"""
@tushardutta1924,Masterpiece recreated 
@rageguyyyaa,it is a shame that a movie like this underperformed at the box office and the audience went to watch fu**ing pushpa instead
@Cgrace-777,This movie deserve an international award
@dhruvpathak907,The part that touched me was..... Aazadi humko 35 saal pehlay mil gayi thee.... Izzat milni abhi baki hai.
@pixxelstudio5670,Isse juada khushi to mujhe ms dhoni movie me hui thi ️ love u shushant
@AnilSolanky-xf4pg,Ranveer Kapoor pe sir kapil dev ka roll best Kiya hai lag bhi aise rahe jesi Kapil sir khel rahe ho cricket ke itas has tha jo kapil paji ne kiya love you kapil dev sir
@svrssaikrishna5275,Kapil Dev the Haryana Hurricane 
@manas6373,"Dont think ever in the history of cricket has a single six awoken not just the dressing room, but an entire nation."
@shiddat2021,This film deserved so much more ...
@hamdankhan8874,2:31 part was amazing
@mgopatir,Goosebumps after watching the movie literally goosebumps 🫡
@devilyo-yo3672,Great scene above cricket.....
@kevalchauhan2957,Congratulations for  '83M' views on your trailer of movie '83'
@kumarashutosh710,Hahahaha its a good line AARAM SE MAAR NA CHAKKA
@ANKITASINGH96_97,What a coincidence yrr 83 million views 
@paritoshbehera9825,The 1983 World Cup win doesn't just get us the first World Cup. It gives us the greatest batsman in the world. - SACHIN TENDULKAR
@mariamathew4913,Ranveer as Kapil dev
@kaligupta2749,"This is how a biopic is made, by RECREATING the same scenario, not by replacing MSD's face with SSR's face"
@nushratfatima786,While watching this movie tears automatically dropped off seriously headsoff to Kapil sir thank you for that victory for India...
@RoseRose_2022,Amazing movie.. Proud moments of India.. 
@cuteboymasti3148,Just watched movie....  It's bundles of emotions..  It's bunch of entertainment...  Fantastic direction by kabir Khan..... Ranveer no words.... This movie flop due to Corona Pandemic....  I honestly give 10/10....
@kdking214,Supperb........
@vinodguptamummidisetti7702,"What a film, tribute to the  team. Thanks for making this film"
@tamilazhagan1918,This is Best of best ever 
@mamtagupta2054,Ranveer portraying kapil sir is superb
@abdullahshamim4977,that shows how much power india have.Love India.India stays in my heart love you.
@ayushmahajan7307,God level direction ..but sad to see how people treated this masterpiece...
@muhammadraheelkhan7208,"I have watched this movie just halfway and is in awe of how greatly it was written, directed and acted and I figured it out that its almost based on true events then what a triumph it was for India in 1983. Truly respected and appreciated Kapil Devils. Respect from Pakistan"
@kn461,"The next time India wins a World Cup trophy or event this film will do well then, 

But personally I know it didn’t perform well in the box office, but I did really enjoy this film, it might not have been perfect, but it was still a very nice film and very patriotic and proud of India film"
@sreejithaemgnregamanamboor4938,"Awesome, sportz movie, proud to be an indian, cricket fan "
@moviewisdom5595,"Just watched on Netflix, wow what an experience to watch this movie. Even though I know India won this match, I was still worrying. Felt like watching the live match. Especially the final match. Just because of some stupid people I think it didn't do well in box office."
@EndurerAQ,"Viv Richards trained against toughest bowlers which were the ones in his team, maybe the reason why he played so good against other teams, if at that time there were leagues then would have been fair game for all players "
@Anujsharma-zw3zj,Roots of indian cricket
@Devang955,I saw this movie in theaters and then many times at home. It was an outstanding movie which deserved more box office numbers
@piya-mia,Goosebumps. A celebration of togetherness
@flame1674,And again we're in the finalss
@Dreamtraveller-6262,Best movie for cricket legends 
@HarshSingh-bg8xw,"What an amazing movie! Just loved it. It was like experiencing the 1983 world cup in front of my eyes. It's a goldmine for cricket fans. 
Brilliant performance from all the actors. Movie doesn't just revolves around Kapil Dev, it gives every character a chance to shine."
@SauravKumar-w5x5b,A very underrated movie in india.
@SrinivasS-w6x,Masterpiece
@Usernameme8014,That's was historic 
@muzammilpathan0577,"Best all-rounder india have ever produced 
          Kapil "
@dakshajadeja5967,Best movieee
@suvamk,"How the fuck did they recreated ever dismissal just like the actual one.. i mean sandhu's bowled in finals was an exact carbon copy..This movie was made with a lot of effort, i will give them that."
@osimkhan9946,It’s very greatfull to part of this match my relatives 
@farhanansari9025,"Tomorrow history Will Repeat 19/2023
India Zindabaa "
@purposeoflife84,"As we know India win 83 world cup, but after seeing this film more detailed, lot's of emotions and fun quite interesting to watch. Jai hind 🇮🇳🇮🇳🇮🇳"
@Faisalkhan-hy8fu,One of the best Bollywood biopic ever made.
@saimanikanta1310,One of the best movie.. 
@atozsongstatus4487,Bhot Owsome trailer hai 
@FootXaep,Most iconic  
@indranilchakravarti3779,This movie is an absolute masterpiece....!!! Everyone did justice to every character.. But it's very disappointing how the Indian audience treated this movie...!!
@sachinpoddar03,Blockbuster 
@amarsinghrathore1671,Kuch movie hoti hai...jo dil ke karib hoti hai....jitni baar dekho utni Baar achi lagti hai ......ye movie bhi dil ke karib ho gyi hai.....ye bhi ek achi movie ki list me shamil ho gayi hai...
@cartoonhub1122,Masterpiece 
@adeelasfooddiary131,What a Movie. Loved it. ️️
@Cursed_Helmet,My favourite movie. I love how cricket stops war.
@thewayofexcellence625,Movie name is 83 and total views is 83 million. What a coincidence ️🫡
@SoumikBanerjæe,Movie 83 got 83 Million views 
@raghukiran5865,"Trust me if you all really wanted to enjoy this movie watch it with the your parents or people from that generation who were from that era, they will take your movie experience to another level just like my relatives did, they made me rewind Kapil's greatest knock more than thrice...."
@punitkumar5590,83 movie 83 million views.
@manishkumar-gg8px,My favourite movie 
@pav21st,"Just got chance to watch it today k  Netflix.

What a masterpiece. Great acting.

Or I would suggest to watch Kapil Sharma show with all of them so you can understand the chemistry very well."
@gulafshapathan101,Wowww....what a movie ...i wish it re release in theaters
@saumyadhawan7126,83 million views on 28 june 2024
@sauravrakshit596,Nice movie and Ranveer actually depicted Kapil Dev brilliantly
@GigaChad-jb1yc,"I will never forgive Indian audience for the way they treated 83 in the theaters. While 83 highlights and pays a tribute to the heros who brought pride to the country and saved cricket in the country, the audience went bonkers over an illogical, over the top chapri movie in Pushpa..."
@bookswithraj,Still gives goosebumps ️
@AliHassan-gf9ph,There are 83 million views on 83 trailer 
@rahulkamble8081,Only irritating part of movie is whenever Deepika come on screen
@mahiims8547,Underrated movie ....last scene ne rula diya ....wo hapiness yar ...a great movie ....bs public hi chutiya hai India ki . movie flop krwa di
@FRAZIXFF,Congratulations ️ 83 million views in 83 movie trailer 
@Sahil.Haryanvi,हरियाणा की शान Kapil dev️
@18itsme,What a fantastic movie️
@mugdhapandit790,"Only if it wasn't the peak of ""NEPOTISM"" at the movie's release time, it would have been blockbuster."
@snehalredekar3469,Another underrated movie
@neerajrn3854,83 best film of life time 
@giftisunu784,"Watching the trailer alone makes me happy 
I’m definitely watching it"
@teddy-qw4ee,NEVER FORGET THE CELEBRATION OF WON THE WORLD CUP IN 1983
@sarthakkumarmitra1433,"One of the most impossible thing or activity was done by India,by winning 1983 cricket world cup without any coach against the most dangerous and powerful cricket team West Indies led by Kapil Dev.🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳"
@nomi_womi3933,Good movie I have seen it
@KrishaDundoo,Just saw this movie now bro it's masterpiece best movie ever! This film deserves to be a hit  I'm imagining that why can't this film be a hit? This is one of the best films in India please go watch and support this film!! It's about INDIA'S FIRST WIN IN WORLD CUP !!!!
@gautamborah147,What a movie 
@sandysam2164,Saw this movie today.....and it's just osm...
@tejassathawane4015,Best movie of the year
@sonujaguri6363,This movie is our emotions 
@mr__areef__143,I love this 
@RockyJaiswal-v2o,What a era and this movie let us live this moment
@sonamtiwari8933,what a coincidence men when iam see this tralier in this video views is 83 million this was hirous 
@ganeshsharma6972,Nice movie story about crickets fan️
@SapnaEmmi,"Amazing movie, Ranveer has acted so soo well️ , all the amazing moments were created soo soo well."
@shahsofiyah08,Why is this movie flop I love it
@DeePod205,Great masterpiece 
@Rahul-rh9ri,I love this movie 
@AdaxXtras,"Who is here after India winning the CT 2025 . Movie Name - 83, current views - 83 M ."
@debadutta1,"If by any chance, a biopic on Dinesh Karthik is made, after taking his consent, then that will do business like no other biopic and also.. We will get to know more about Karthik, his ups and downs in life...certainly, that would be very much inspiring for this generation."
@OnewayDown754,The Movie Name is 83 and the trailer got exactly 83m Views. 
@MunnaKumar-my9pv,I love cricket
@indrajeetvishwa7271,Congratulations 83 movie trailer with 83 million views ️
@jbslach,"Released on Netflix few days back…well I also saw in at theatre at the release. Now it has been 4 times and every time I saw it I literally had watery proud eyes…Friends I request you all whoever is reading my message must see this if you are a true Indian 🇮🇳
Its one movie that should actually be politicised by our so called nationalist politicians if they really want a prosperous India…But they are busy arranging fight between Ishwar and Allah…..Who will listen to a mere mortal like me.."
@mehulshukla9286,I love cricket 
@dr.sheikhahteshaamsharif8906,"Cricket looks so real, mind-blowing direction and nicely performed. Must watch movie for any cricket fan"
@kamyagupta4030,Ultimate trailer and movie.....epic!! ️
@julkerbhalke4551,Its owsome 
@atulbhalla4951,My fav ️
@sd9433,This movie is a masterpiece. So so touching.. and  very very inspiring. No hero no villan. Full of entertainment. Amazing story.
@MuskanKhan-bx6nb,"Ramveer Singh has done complete justice to Kapil paa ji role love him .but we now we have to understand that if v want success v have to b UNITED, plz b United"
@jitendrasarkar5678,**Kapil paji**️🇮🇳
@rahuliyer7158,Awesome 
@SyedUmerZia,0:41 Writing this comment after West Indies disqualified from CWC 2023 after losing the qualifying round  Writing this with a heavy heart 
@Jshdsnsjdhksh,Awesome movie
@siddhant9615,"It took time, but now it's a blockbuster"
@Thaliva123,"I was so excited to watch a movie, but then I ended up watching cricket.  Lol"
@debasisbiswas8417,Lovely movie 
@technicianprashant9892,A very underrated movie
@VishalSingh-p2i3o,Go Head 
@kamranahmed4230,Woow  83 film  name  and  almost  82.4  m  views...  congrtulation
@simran.k.khalsa,im a die hard criket fan .... great attempt to copy the legend ...Kapil Sir
@shikherturki7634,Movie deserved better reception from audience
@sathishmaha6507,Mass
@dhananjaymalhotra7854,"Watched this movie on Hotstar today and found it to be amazing. The film has been made with so much heart and goodness , I fail to understand the reason behind the egregious fate that it had at the box office. Hard luck. Nonetheless, this movie will definitely achieve cult status with time and will be celebrated online and on TV."
@vrtechlegends5274,"Fun fact :- Right now there are 83 million views on 83 movie trailer .
83 pe 83 million views."
@Fathers-world,"After 20 years I like movie.
Enjoyed every pal"
@Lassabihaircare,-
@joramanulikha754,"Thanks God ki mje India jeshi desh me jnm huwa h.q ki India desh ki Pyar believe,or pyrasa jappi khi nhi hota "
@NKCreative-q1j,Really great movie 
@subhratanughosh2313,Huge applause to Kapil Dev sir and his entire team.
@triptinayak432,I watched it and vai Really DIL XU LIYA!
@SWARAJYA854,WHAT AWESOME ON TRAILER OF 83 THERE WAS 83 MILLION VIEW'S
@jaatgaminglove143,It's truly Good 
@RohanTejaMekala-xq5dg,Literally while watching iam getting goosebumps
@ayushayush1371,Great 
@rajarshibhattacharjee5828,"This movie should have been India's official entry to the Oscars. Rather, people were considering RRR and the Kashmir Files (both not worthy) and in the end, one Gujrati movie became the official entry. Pathetic
""83: When minnows transformed into world giants"""
@saury1765,Movie is awesome I time dekhna jyase hai.. 
@bencythomas3293,Such a legendary movie
@KasifRahman-gu5wy,Ranveer gives  in This Movie by Act
@soorajraja8227,Best trailer I've ever seen
@debasisbiswas8417,Lovely 
@zubbuvlogs9429,83 Movie and 83 Million Views 
@bhargavdutta5324,"Whoever says whatever, this is the best movie on cricket ever...tribute to the heroes due to whom the game of cricket  became what it is today...dnt call yourself a cricket fan if you expected romantic songs and dialogues in this movie...this is a no nonsense movie... These Kapil Devils brought fans and inspired our GOD which actually resulted in more fans and hence BCCI becoming the richest sports governing body in the world...Ruling cricket."
@RahulMali-hs5zi,This one not movie it is a emotion of cricket lovers
@rinkyrai569,"It's a must watch movie, i ️ loved it  .I got that goosebumps and tears , felt like literally watching the world cup of 83 , which we have never seen ."
@shirishgathemusic,historical win and world record
@putturusuresh523,Well played 
@usanmohamed2805,"Please re release the Film

Heartly Love from south side"
@RaviTeja-ik2hj,Inlive cricket 
@Minhajul85,Munawar ka show dekh kai kon kon aaya hai
@devendrarao251,Good video
@Peaktrading,83 ki hi jeet ne Sachin to janam diya jisne Bharat cricket ko badal diya. Today Indian cricket is dying and we haven't won aby cup in last 10 years. We need a win like that again to wake up from this horror
@pratikjire3717,"Still can't believe this film underperformed at the box office.
Today's kids just wants hero with cigarette in hand and background music"
@Ayush068-o3n,Disappointed by how people treated this movie in thatres
@gautamborah147,Amazing movie 
@KOLPOJYOTITHAKURIA,Very good trailer 
@parampreetsingh16,Deepika's role was as important in this movie as ranvijay's role in shark tank
@aslam816,Great movie  
@DeepakLohiya-b3r,Varry good movie 
@hemantamukherjee1401,Yesterday kapil dev came to my school as a chief guest
@memewale8734,83 million views 
@watchbollywoodmovies1933,"Kapil Dev Da Jawaab Nahin,...........................a true gentleman personality.................Ranveer Singh.........utilized the fame by his getup and small but effective dialogues."
@draj_aj,Hat's off every team player ... Made history ... I wan to meet them all once and mubarak baat doon ..
@amarsinghrathore1671,Motivational movie hai.....sabko dekhni chahiye
@nishushukla4245,This is good movie 
@SunilShehzad295,Love You So Much 
@faizfastfood9937,Very very nice video 
@যাযাবর-ম৫ঘ,Best film️
@aadityaraj5317,Seriously? 83 million views what a coincidence
@Dr.TanjimMahmud,"Fun fact:- ""83"" movie trailer has got 83M views"
@infowithassamesegirl3410,Awesome movie n I felt I was in 83 match n Ranvir was super
@saketkumar3429,Nice movie 
@hksin51,"Today i watched on tv now i am accepting its my mistake not to watch in theater truly masterpiece

I think trailer is not so attractive so movie is"
@prakashreddy7956,Jaan laghake kehlna 
@Capcuttemplatesfree,83 movie and 83M views 
@manipurdrekymarketingpriva8700,Super 
@shibaneemishra6607,Its literally Goosebumps 🥹
@ruchikasandakelum1308,A great movie it was... ️️
@uniquevloging....3353,Kya movie hai amazing match 
@madboyashish4428,real credit goes to kapil sir true capital of that time
@ZepMab,Who all are watching it now in '24 !?
@ChoikiiTamang,-
@studyforknowledge2655,"Now, 83 has 83M views "
@HarshVerma-s1e2o,Heart touching movie 
@bikashsharma8466,Superb movie 
@maheshwarans9827,Consistency is the key 
@faizfastfood9937,Very very nice video and very nice movie 
@rajeshkhanna6046,Kapil u beauty luv u sir️
@urushajnawali6951,What an amazing movie. Idk why it got flop in box office..
@RkPatel-e5f,Amazing 
@Cinemaspeaks5,83 million views 
@SudipAC5,Movie Name 83 Views Is 83.
@MaheshPrasad-pv3tb,"Aap log shayad yakin na karo,jab mai 3 oct 2023 ko 83 movie ka trailer dekh raha hu,to battery 83% aur 83M views hain "
@rathanganahak2352,This movie nyc yaar
@atulpatial5617,Pure acting by ranveer singh in this movie....
@rohitchahal4359,It was special for us 
@vibhukotase,Mujhe khusi h ki maine theatre mein dekha tha pushpa ki jagah
@noidea6713,Can't believe this  movie is flop yesterday I watched this movie its very super movie.
@Ayush-fe2mo,"The movie ""83"" is generally well-regarded for its accurate portrayal of the 1983 Cricket World Cup, strong performances, and ability to evoke emotions and patriotism"
@srinathp.r5037,I watched movie during final lockdown in 2023
@girishbhanushali4746,Ultimate  awesome
@entertainment_everything304,"This movie let us know abouy how they are whom we see now on tv while they commentary, their opinions are not useless, test match to limited over ,,,n then 60,50-50,but 20-20 create more entrainment but reduce class of batsman...no classic straight drive ,no proper hook shots,no classic yorker like akhtar,swings like waseem,imran khan drives. 83 movie enlighten so many memories."
@krishnaraoragavendran7592,0:45 Aazaadhi milgaya lekin Izzath jeethnaa hai.
@UZmaUZma-s5s,-
@vaibhavdesai5681,Jeetega jeetega India jeetega jeetega jeetega India jitega.
@devarshipatel9263,Was here when the 83 movie trailer had 83 million views
@jonathaneffemey944,Thanks for posting.
@khaleelshah2712,Ranveer Singh did fabulous job
@raihansha859,-
@intertenment.9066,-
@hamaratastykitchen2853,I cried during the movie
@JACK_FF07,Nice and very good for see 
@sreenivasbittu4273,-
@SPIDERVENOM-h3n,This trailer have 83 million views 
@gpin_in,Finally 83 million views completed on 83
@ramitmitra3821,Audience realised lately that they have missed a masterpiece in theaters..much superior than MSD
@ap50,"If you haven't seen this movie,  ur missing out big time"
@Arvindpgopal74,Thanks for your support  love you guys 
@narindersaini5763,Wonderful movie  emotionally attached
@nivedk1772,Woow 
@arijitdas5119,I searched a video which episode number was 83.And I found this!
@arshadshekh1097,Nice move  this movie promoted  of game
@raziasultan333,What a movie 
@Avinashrajput011,Good 
@ruchikachoudhary855,What an amazing movie.. brilliant acting by all
@rahulpancholi9237,"The more i wacthed the movie again and again , i am more full of emotions towards it .
The best piece of motivation ever had in life and always inspires me that you have the chance to win if you think you have .
I dont think any movie has ever done a job like this ,  to replicate a sports story is not a jab of knife to throw
This is a masterpiece whether earned much or not . The people who undersatnds game knows how big is this .
Salute"
@PiyushSingh-n2k6y,Great film 
@snaren5,"Everytime I fly in Sq I see this movie it has been there for last three months 
Very emotional to watch it when flying over bay of bengal"
@Dhoni-es2dy,Good movie 
@SKMDSAHID-r2o,-
@UmaSharma-kp8wn,Very nice  proud to be indian India win
@SHIFASKV,HD ഇറങ്ങിയത് കൊണ്ട് Trailer kaanan vannavar Undo
@ShafanXGAMING,"83 movie trailer , and 83 million views ,what a coincidence "
@simrannewa1768,Fished watching this movie it’s beautiful ️
@adityadanani970,Happy Birthday Ranveer Singh
@tajammulsiddiq9880,"I have just watched a few minutes of this movie and this movie looks very interesting. Just sharing my observations regarding a few dialogues which I seem not helpful for people especially youth. Those dialogues are used for motivating a team but not helpful when they face setbacks(loss).

1. A scene where a child says ""Papa match dikhanay laatay hi nhn kion k hamari team match Jeet ti hi nhn"" 

Instead of Silence or being Sad, Here Player (Ranveer Singh) should have said  "" Baita Khail (Sport) daikhnay ana chahyay ..Sports main bohat seekhnay ko milta hai, healthy activity hai, Haar Jeet Tau Khail ka hissa hai"" 

2. Ammi hamesha kahti Hain Baita Jeet k ana. Here Ammi should have said "" Baita pori koshish Karna, dum lagana, apna 100% daina, Haar bhi jao Tau koi regret(Afsoos) nhn Hoga kion k tm ne apni pori mahnat ki hai, Haar bhi jao Tau agli bar aur mahnat Karna, apni ghaltiyun ko repeat na karna""

3.  Where workers are enjoying watching a World cup match, suddenly Boss/Manager(having European background) came and said ""Go back to work"" with a very harsh tone. This is an example of stereotyping which reflects that all Boss/Managers having European background are harsh with people who have Non European background."
@AmulyaSuna-o3g,Mr. Sing ️
@Killingmotion,Wossome nice 
@VipinVaid-p5j,Ranveer has played his role has captain kapil dev marvellous
@thakorbhavesh1087,-
@suryakantabiswal4608,Super 
@TheVisitor786,"🇮🇳🇵🇰 
Is match min 2 beautiful chezin hin.
1.  hr muslim hindu shek hr mazab ka admi sb ak hi doa kr rha tha india min k match india jeth jay.
2. Finale match min Pakistan border sy call ai india border pr k ap sakoon sy WorldCup dhekin hm koi b fairing ya kuch b nhi karin gy matlb Pakistan aor India k log ak hi doa kr rha tha k India match won kary."
@nirap2907,Awesome movie ️
@aniketanand8015,83 million 
@Vrushalfitness,-
@bhoopendra1975,Good
@AmanSrajput,One of my most favourite films  of all time 
@gopahalder7941,Amazing!!! Just Amazing!!! Watched this movie and it was worth the money and time... this movie is a delight for cricket fans with a Rollercoaster of emotions!! This is the best movie in years that bollywood has given us!!
@abinashsaikia8081,Good movie 
@avishekpatra9908,This movie I already show many more time and feel myself to be indian
@LearnwithAk4016,Amazing movie 
@yogeshchaudhary1520,Fight 
@srinathp.r5037,Reliving memories
@ig-anzros01,"5 aug 2023* ""movie name 83"" views 83 million "
@asingh-u1k,-
@jeremy339,Awesome Movie!🇬🇾
@nilabhverma,भाई विश्व कप सिर्फ कपिलदेव ने अकेले नहीं जीता था। ये फिल्म सिर्फ कपिल की बायोग्राफी बन कर रह गई है।
@bsawgunraft9737,The movie's name is 83 but the views of the trailer is 83m views 
@aryandhawan8812, nic movie
@jaishivshamvo6863,-
@saimgamereverythingyt1556,83 trailer pe 83 crore views 
@sksharma1895,Top class movie ....
@KalluKumar-tk3lk,Grateful
@phenomenalstyles7828,Probably Greatest ODI innings of All Time.....175**
@AmulyaSuna-o3g,-
@im_sumitrao,83with 83millions
@hinaparmar2283,But still I feel that  no body can match sushant sing rajput acting.... And if he lived... Then definitely he got this movie..... To perform
@geethamadhuri4635,This is movies amazing I am watching four times
@kdking214,Superb..... Movie
@WahidDarya78,From the start till end I have cried I don't know but I cried what a beautiful movie bring me back in 1983 I was 5 years old
@ZaksterNight,Who is watching in 2024
@shanupathania6715,-
@Vipin_003,-
@niteshlavanya8685,Nice 
@rahulmeena8602,Nice 
@AmanSingh-ke6xt,-
@garvitghai6972,We failed as an audience
@desaidevisiri3986,I got goose bumps when i saw this trailer totally mesmerized.
@abhishekrebel8774,Ranavir sing awesome 
@moong2649,No idea this movie went in loss..
@kalpeshprjapati2665,Your best movie for Kapil Dev and Indian cricket team
@ravinaik592,Next level
@samrudhhi_0007,Fabulous movie 
@mylifemyrulz1930,I rate this movie ahead of ms Dhoni...what a movie yaar
@DrashmithaBaskaran,Its great to see the trailer ...and a great movie as well
@applesingh5731,83 Movie 83 Million Views 
@tuakilaumeamanu9383,"Really enjoyed this movie. Not what I expected, but i thoroughly enjoyed it. Thank you."
@Game99999channel,83 83 million 
@GSrinu-cf8sd,Team India 
@funm342,-
@pranilyadav5306,The look of ranveer Singh in movie is same like  Kapil dev
@debnathpartha4752,India 
@subhajitpanda2288,It's movie far batter then puspa when I saw this movie I am cry but that doesn't feel in puspa but why people say puspa is batter movie it's a masterpiece
@Royalkisan01,Good
@Amarkumar-ti5fk,Cricket 
@draj_aj,Loved the movie .. aansu nai Rukh rahe the
@Avesh_Agwan,Please change this thumbnail 83 million ka lagao
@humanbeing.8013,Also 83 M views
@riteshkumar-t2c4l,That's movie was awesome...
@prabhav5502,Who's waiting for 83 Million views on 83 Trailer
@satishchand962,Blockbuster movie 
@openscienceforum4649,"A movie is not about its commercial success. Sometimes it is all about the story that must be told. This is one such story that was worth every penny of the production team's investment. 

One of the finest movies I have seen in my life. Watch to know what a man with a fire in his belly can achieve for his team, nation, and himself. 

The movie teaches a lot about leadership skills. Kapil Dev was a leader who inspired his team to be their best version. He held the highest standards of performance. Kapil Dev's attitude and his mental strength was as important as his cricketing skills."
@lakshmisrivatsan_,i love this movie so much. me and my family bond over it way more. it's sad to see how much people turned their cheek to it.
@dontmiss1760,What a movie 
@pradeepparashar9851,-
@gauswamipiyushgiri1034,Nice movie 
@mr.doctor2612,Kapil the captain 
@livetoday...,Super movie 
@letsgo7489,The views is also 83
@monikaskitchen3689,Awesome  movie .
@PrajuL-e7o,The best movie of biopic kapil dev ever made in cinema
@bhawanashahi9206,Such a great sport movie watched it twice regret not watching it on TV
@mattadders9819,"Just Watched this over the last couple of nights and throughly enjoyed it even though there’s a few lazy stereotypes and it can be a bit cheesy at times, you don’t have to be cricket fan to enjoy this movie! Howzat!"
@amanulla3398,-
@rishinigam9070,He committed before no one believed he done it finally
@pajamag7196,Movie ka naam 175 not out hona chahiye... 
@rp5339,One mistake- no one used to dive in those days to stop the ball in the field
@Shubham.Phatak,83 crossed today 83M views 
@shubhamhirwe658,"I am surprised this movie didn't do well at box office...
It has everything to make it great film."
@Eveready-b2u,the movie really took us to 1983
@Thalapathysridhar-i5r,Nice song ️
@ashaarora6063,-
@ruchikasandakelum1308,Srikanth & Viv Richards were Spot on
@officialgaurav55,Good 
@PinkuKumar-re4kq,Very good movie 
@chandrikachandrasekharan9025,Proud to be born in the same year
@SurajKumar-fr9kz,Mind blowing movie 
@gaminggangs007,83 reached 83 million views 
@Mona-hw2pm,Cricket is a fucking emotion️
@piyushrana1242,Nice
@SHUBHAMKUMAR-fi1xc,Best movie ever
@JaineelPanchal-re8rc,Sachin entry was like lion in a face of cute child
@jeetendrameena3063,Acting
@tuhintalukdar8512,83 million views
@kapiljangid3657,Kapil dev is a real definition of captain not any one...ever .. 175 run banaye or ab ke captain ki faat jati h ..sale pressure hi nhi jhel pate
@PRABHATKUMAR-sd3nf,1 dislike by Yograj singh 
@limitless1013,Actually a real biopic
@thetroublemakertm1298,83 
@Official.Ranjeet,Legend
@MohammedDanish-e1g,Best performance by Kapil paji at this match
@DeepakKumar-yy5ko,Super
@swarnimagarwal1382,83 movie ke trailer ke views 83M hone waale Hain 
@avadhootwakchaure9237,The inspiration
@irfanmulani7049,-
@Sanjeev_bhupathi,Best screenplay
@ARUNARUN-w6e6s,Kapil devs always super
@nikolaisiewdass559,Gg u beat us with that crazy catch
@theshishanksahu6024,Masterpiece🇮🇳️
@SANTOSHKUMAR-x1j3g,What a match played by ranveer obviously great
@minalkhadatkar2235,-
@poosbr2985,Brillliant acting by ranveeeer
@raziasultan333,Wow 
@harshareddy5910,Superb Superb movie 
@ayss6385,oh we need a 92 as well.
@anirudhdalvi3569,"This story had such a huuuuuuuuuuuuuuge potential. Just deserved a smarter director. That's it. It's like Kabir Khan did not even think one bit while writing the script. Whatever anecdotes were shared were directly incorporated. Not sure how such scripts get a green signal, let alone crores of rupees. There on the other hand, Ayan is messing up. Not a single good director with a decent story? Really?"
@gujjar47pubg82,This movie was soo fucing emotional 🇵🇰🇵🇰
@zafarmohammed5048,Love from Pakistan this victory put sub continent on cricket map
@monstersk5421,जिस जिस ने ईस मुवी को थियटर मे नही देखा उसने एक बहुत आच्छी फिल्म मिस की
@jigneshgohil5362,Nice movie
@lastknight4092,Awesome movie🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
@NaveenKumar-xj6tv,One of the best movie i see
@NaveenKumar-xj6tv,One of the best movie i see
@nahrumansuri577,This man ranveer singh
@Latestmovies464,Kapil Dev  sar ️ legend 
@Rastha-kd2ox,Kapil Dev ️
@mayurischeerful0383,Loved it.
@Unreal-real,If u r cricket fan u will enjoy ......
@dewansaidulazim5437,I hope someday Bangladesh will also win the world cup like this 
@kalyanirai7520,Good movie 
@priyanshupandey6837,Nice
@smitaakundoo4043,"A movie par excellence with a flavor of leadership, love, patriotism, unity, determination, trust, dedication, passion, belief, etc etc etc. overall very entertaining, it invoked positive emotions... it deserved a better response from the audience but unfortunately, good movies don't sell..A must watch for cricket and movies lovers# Kudos to Director Kabir Khan"
@manishk3796,This is the real masterpiece then pushpa
@AmulyaSuna-o3g,-
@Oddahi78886,Ranveer ki ekloti movie achi lggi woh bhi bahut acchi laggi. Yeh movie deserving thhi chlo koi koi movie paise ke liye nhi banti.
@provestor1278,Such a inspirational movie
@SabibulSk-t1m,Supar
@gamertarun2401,Fun fact 83 movie had 83m views 
@carolinecharly4682,-
@jiten667,"Amazing movie , why not work in theatre ?!"
